"Date","Time","Sky Condition (label)","Sky Condition","Precip Type (label)","Precip Type","Precip Rate (label)","Precip Rate","Grain Form (label)","Grain Form","Grain Size (mm)","HN24","H24W in Tube","H Tube Sample","H24W Can","Density p (kg/m3)","Density (%)","HST","HS","Settlement/Melt","Temp Surface","Temp 10cm","Temp 20cm","Temp Current","Temp Max","Temp Min","Wind Direction","Wind Speed (label)","Wind Speed","Observers Name","Comments","User ID","Timestamp","Last Updated","Created By","Updated By","Draft","IP","ID","Key"
"2018-04-12","06:28","Scattered","SCT","No precipitation","NO","","","","","","1","","","0.6","0.00","0.0","1","165","3","-3.5","-4.0","-4.0","-4.5","5.0","-11.0","W","Light","L","DS","","","2018-04-12 08:15:02","2018-04-12 08:15:02","fongemie","","0","72.45.182.26","3759","fl157"
"2018-04-13","06:23","Obscured","X","No precipitation","NO","","","","","","2","7.0","2.0","5.6","300","35.0","2","159","8","0.0","-0.5","-1.0","1.5","7.0","-4.5","SW","Moderate","M","DS","","","2018-04-13 07:54:25","2018-04-13 07:54:25","fongemie","","0","72.45.182.26","3760","68c7k"
"2018-04-14","06:22","Obscured","X","No precipitation","NO","","","","","","0","","","10.2","0.00","0.0","0","150","9","0.0","-0.5","-0.5","0.0","6.0","0.0","E","Light","L","DS","","","2018-04-14 07:52:24","2018-04-14 07:52:24","fongemie","","0","72.45.182.26","3761","kzo0w"
"2018-04-15","06:14","Obscured","X","Freezing rain","ZR","Light rain","RL","","","","3","7.8","2.5","10.6","300","31.2","NC","150","3","-7.5","-6.0","-4.0","-9.5","0.0","-10.0","N","Light","L","DS","","","2018-04-15 07:55:38","2018-04-15 07:55:38","fongemie","","0","72.45.182.26","3762","tr07t"
"2018-04-16","06:23","Obscured","X","Snow","SN","Light snowfall","S1","Ice pellets","ip","1-2","3","14.2","2.7","10.8","300","53","NC","152","1","-6.5","-6.0","-5.0","-8.5","-5.5","-9.5","","Calm","C","DS","5mm ice crust from freezing rain","","2018-04-16 08:05:47","2018-04-16 08:05:47","fongemie","","0","72.45.182.26","3763","iq0a7"
"2018-04-17","06:15","Overcast","OVC","Rain","RA","Light rain","RL","","","","8","45.5","7.8","46.5","","","7","159","1","1.0","0.0","-0.5","0.5","2.0","-8.5","","Calm","C","SG","Board held 8 cm of wet sleet.
Density 581 kg/m3","","2018-04-17 11:07:20","2018-04-17 11:07:20","fongemie","","0","72.45.182.26","3764","19bpu"
"2018-04-18","06:13","Broken","BKN","No precipitation","NO","","","","","","3","4.1","3.1","6.8","131","13","3","164","","-4.5","-0.5","-0.5","-6.5","1.0","-7.0","SW","Strong","S","SG","","","2018-04-19 19:01:40","2018-04-19 19:01:40","fongemie","","0","71.255.134.162","3765","1isa2"
"2018-04-19","06:15","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Graupel","gp","1.5","T","","","1.0","0.00","0.0","NC","163","1","-3.0","-2.0","-1.5","-4.5","-3.5","-6.5","","Calm","C","SG","","","2018-04-19 19:05:20","2018-04-19 19:05:20","fongemie","","0","72.45.182.26","3766","eetgp"
"2018-04-20","06:12","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","2-3","15","19.1","14.4","11.8","132","13","NC","178","0","-5.5","-4.5","-2.5","-6.5","0.0","-6.5","W","Moderate","M","SG","stellars were heavily rimed. 1-1.5mm GP also observed. GP was a major component of the snow on the board.","","2018-04-20 07:57:13","2018-04-20 07:57:13","fongemie","","0","72.45.182.26","3767","ftpuz"
"2018-04-21","06:12","Broken","BKN","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1.5-4","6","10.7","6.2","7.8","173","17","NC","182","2","-5.5","-5.0","-3.0","-5.5","-3.5","-5.5","W","Moderate","M","SG","","","2018-04-21 07:54:59","2018-04-21 07:54:59","fongemie","","0","72.45.182.26","3768","gzbed"
"2018-04-22","06:11","Clear","CLR","No precipitation","NO","","","","","","0","","","0","0.00","0.0","13","177","5","-5.0","-4.5","-2.5","-4.0","1.5","-6.0","W","Moderate","M","SG","","","2018-04-22 07:32:06","2018-04-22 07:32:06","fongemie","","0","72.45.182.26","3769","qc4pr"
"2018-04-23","06:16","Clear","CLR","No precipitation","NO","","","","","","0","","","0","0.00","0.0","0","173","4","-3.5","-2.0","-1.5","-3.0","2.5","-5.0","","Calm","C","SG","","","2018-04-23 07:32:22","2018-04-23 07:32:22","fongemie","","0","72.45.182.26","3770","iz2p2"
"2018-04-24","06:10","Few","FEW","No precipitation","NO","","","","","","0","","","0","0.00","0.0","0","166","7","0.5","0.5","0.5","5.5","-3.0","14.5","SW","Light","L","DS","","","2018-04-24 07:40:30","2018-04-24 07:40:30","fongemie","","0","72.45.182.26","3771","ewy0q"
"2018-04-25","06:28","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","0.00","0.0","0","158","8","0.5","0.5","0.5","4.5","16.5","","W","Light","L","DS","Forgot to reset Min/Max Thermometer, so Min temperature not found.","","2018-04-25 07:54:02","2018-04-25 07:54:02","fongemie","","0","71.255.134.162","3772","bbozg"
"2018-04-26","06:31","Overcast","OVC","Rain","RA","Light rain","RL","","","","","","","","0.00","0.0","","","","","","","","","","","","","","","","2018-04-26 07:56:52","2018-04-26 07:56:52","fongemie","","0","71.255.134.162","3773","ofx2f"
"2018-04-26","06:31","Overcast","OVC","Rain","RA","Light rain","RL","","","","0","","","17.2","0.00","0.0","0","152","6","0.5","1.0","1.0","5.5","2.5","5.5","SW","Light","L","DS","","","2018-04-26 08:02:17","2018-04-26 08:02:17","fongemie","","0","71.255.134.162","3774","x9fuw"
"2018-04-27","06:10","Few","FEW","No precipitation","NO","","","","","","0","","","20.5","0.00","0.0","0","148","4","1.5","1.0","0.5","0.0","7.0","-0.5","","Calm","C","DS","","","2018-04-27 07:43:52","2018-04-27 07:43:52","fongemie","","0","72.45.182.26","3775","1cc6e"
"2018-04-28","06:22","Broken","BKN","No precipitation","NO","","","","","","0","","","8.0","0.00","0.0","0","145","3","0.0","0.0","-0.5","2.5","9.0","-0.5","W","Light","L","DS","","","2018-04-28 07:50:17","2018-04-28 07:50:17","fongemie","","0","72.45.182.26","3776","3gpd5"
"2018-04-29","06:26","Overcast","OVC","Rain","RA","Very light rain","RV","","","","0","","","1.0","0.00","0.0","0","140","5","0.0","0.0","0.0","1.0","11.0","0.5","","Calm","C","DS","","","2018-04-29 07:52:26","2018-04-29 07:52:26","fongemie","","0","71.255.134.162","3777","rwwbr"
"2018-04-30","06:25","Obscured","X","No precipitation","NO","","","","","","4","10.2","3.9","30.1","262","26","4","142","2","0.0","0.0","0.0","0.0","2.0","0.0","","Calm","C","DS","","","2018-04-30 08:29:16","2018-04-30 08:29:16","fongemie","","0","72.45.182.26","3778","6ua89"
"2018-05-01","06:19","Overcast","OVC","Rain","RA","Very light rain","RV","","","","1","","","5.7","0.00","0.0","1","140","3","0.0","0.0","0.0","0.0","2.0","0.0","W","Light","L","SG","","","2018-05-01 07:55:05","2018-05-01 07:55:05","fongemie","","0","72.45.182.26","3779","5mrjz"
"2018-05-02","06:18","Clear","CLR","No precipitation","NO","","","","","","0","","","0.0","0.00","0.0","0","135","5","0.0","0.0","0.0","8.0","11.0","0.0","W","Light","L","SG","","","2018-05-02 07:38:26","2018-05-02 07:38:26","fongemie","","0","72.45.182.26","3780","tut67"
"2018-05-03","06:19","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","0.00","0.0","0","119","16","0.0","0.0","0.0","9.5","17.0","7.0","W","Light","L","SG","","","2018-05-03 07:37:02","2018-05-03 07:37:02","fongemie","","0","72.45.182.26","3781","71jyy"
"2018-05-04","06:18","Overcast","OVC","No precipitation","NO","","","","","","0","","","13.0","0.00","0.0","0","107","12","0.0","0.0","0.0","8.0","16.5","5.5","W","Light","L","SG","","","2018-05-04 07:40:33","2018-05-04 07:40:33","fongemie","","0","72.45.182.26","3782","da3l2"
"2018-05-05","06:21","Broken","BKN","No precipitation","NO","","","","","","0","","","6.4","0.00","0.0","0","100","7","0.0","0.0","0.0","1.0","12.0","1.0","SW","Moderate","M","SG","","","2018-05-05 07:39:39","2018-05-05 07:39:39","fongemie","","0","72.45.182.26","3783","8eodm"
"2018-05-06","06:23","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","0.00","0.0","0","92","8","0.0","0.0","0.0","8.5","11.0","0.5","W","Light","L","SG","","","2018-05-06 07:38:07","2018-05-06 07:38:07","fongemie","","0","72.45.182.26","3784","mf4l5"
"2018-05-07","06:20","Clear","CLR","No precipitation","NO","","","","","","0","","","0.6","0.00","0.0","0","86","6","0.0","0.0","0.0","5.0","11.0","5.0","W","Light","L","SG","","","2018-05-07 07:36:28","2018-05-07 07:36:28","fongemie","","0","72.45.182.26","3785","6g3j7"
"2018-05-08","06:28","Clear","CLR","No precipitation","NO","","","","","","0","","","0","0.00","0.0","0","82","4","0.0","-0.5","-0.5","6.5","12.5","-0.5","W","Light","L","DS","","","2018-05-08 07:51:57","2018-05-08 07:51:57","fongemie","","0","72.45.182.26","3786","frdkh"
"2018-05-09","06:30","Clear","CLR","No precipitation","NO","","","","","","0","","","0","0.00","0.0","0","76","6","0.0","0.0","-0.5","3.5","13.5","3.5","W","Light","L","DS","","","2018-05-09 07:58:20","2018-05-09 07:58:20","fongemie","","0","71.255.134.162","3787","ptab0"
"2018-05-10","06:32","Clear","CLR","No precipitation","NO","","","","","","0","","","0","0.00","0.0","0","70","6","0.0","0.0","-0.5","3.5","16.5","3.5","","Calm","C","DS","","","2018-05-10 08:01:13","2018-05-10 08:01:13","fongemie","","0","71.255.134.162","3788","c08xf"
"2018-05-11","06:24","Scattered","SCT","No precipitation","NO","","","","","","0","","","0","0.00","0.0","0","63","7","-0.5","-0.5","-1.0","-1.0","15.0","-1.0","SW","Strong","S","DS","","","2018-05-11 08:26:27","2018-05-11 08:26:27","fongemie","","0","71.255.134.162","3789","otcxv"
"2018-05-12","06:46","Few","FEW","No precipitation","NO","","","","","","0","0.0","0.0","0","0.00","0.0","0","61","2","-3.0","-1.0","-1.0","0.0","7.0","-3.0","NE","Calm","C","TH","","","2018-05-12 07:51:23","2018-05-12 07:51:23","fongemie","","0","72.45.182.26","3790","vgxqh"
"2018-05-13","06:52","Scattered","SCT","No precipitation","NO","","","","","","0","0.0","0.0","0","0.00","0.0","0","60","1","-1.0","-1.0","","3.5","8.5","-1.5","NE","Calm","C","SG","","","2018-05-13 07:55:08","2018-05-13 07:55:08","fongemie","","0","72.45.182.26","3791","typa1"
"2018-05-14","06:49","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0","0.00","0.0","0","45","15","0.0","-1.0","-1.0","9.0","12.0","3.0","NE","Calm","C","TH","","","2018-05-14 07:51:29","2018-05-14 07:51:29","fongemie","","0","72.45.182.26","3792","vcvja"
"2018-05-15","06:24","","","","","","","","","","","","","","0.00","0.0","","","","","","","","","","","","","","","","2018-05-15 08:46:10","2018-05-15 08:46:10","fongemie","","0","72.45.182.26","3793","xsfl"
"2018-05-15","06:24","Broken","BKN","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0.0","0.0","0","40","5","0.0","0.0","0.0","13.0","17.0","2.5","W","Calm","C","Sebastian Dawson","","","2018-05-15 08:50:18","2018-05-15 08:50:18","fongemie","","0","72.45.182.26","3794","s814h"
"2018-05-16","06:24","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","12.0","0.00","0.0","0","30","10","0.0","0.0","0.0","4.0","17.0","0.0","NW","Calm","C","Sebastian Dawson","","","2018-05-16 08:25:33","2018-05-16 08:25:33","fongemie","","0","72.45.182.26","3795","rsx8o"
"2018-05-17","06:49","Overcast","OVC","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0.00","0.0","0","20","10","0.0","0.0","0.0","8.5","13.0","1.5","W","Light","L","Sebastian Dawson","","","2018-05-17 07:50:53","2018-05-17 07:50:53","fongemie","","0","72.45.182.26","3796","ia42"
"2018-05-18","06:48","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0.00","0.0","0","12","8","0.0","0.0","0.0","3.5","15.0","3.5","W","Calm","C","Sebastian Dawson","","","2018-05-18 07:53:34","2018-05-18 07:53:34","fongemie","","0","72.45.182.26","3797","ep8pi"
"2018-05-19","06:30","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0.00","0.0","0","12","12","0.0","0.0","0.0","0.0","15.5","-1.0","W","Calm","C","SD","","","2018-05-19 07:31:10","2018-05-19 07:31:10","fongemie","","0","72.45.182.26","3798","k2oka"
"2018-05-20","06:43","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","6.2","0.00","0.0","0","0","0","0.0","0.0","0.0","12.0","14.5","0.0","W","Moderate","M","SD","","","2018-05-20 07:45:21","2018-05-20 07:45:21","fongemie","","0","72.45.182.26","3799","j1l9u"
"2018-05-21","06:57","Clear","CLR","Rain","RA","","","","","","0","0.0","0.0","4.2","0.00","0.0","0","0","0","0.0","0.0","0.0","8.0","11.0","3.0","SW","Light","L","TH","","","2018-05-21 08:00:26","2018-05-21 08:00:26","fongemie","","0","72.45.182.26","3800","eoayk"
"2018-05-22","06:59","Overcast","OVC","No precipitation","NO","","","","","","0","0.0","0.0","0","0.00","0.0","0","0","0","0.0","0.0","0.0","10.0","14.5","2.0","SW","Moderate","M","TH","","","2018-05-22 08:01:46","2018-05-22 08:01:46","fongemie","","0","72.45.182.26","3801","ogba8"
"2018-05-23","06:41","Clear","CLR","Rain","RA","","","","","0.0","0","0.0","0.0","5.4","0.00","0.0","0","0","0","0.0","0.0","0.0","10.0","12.0","8.0","NW","Moderate","M","TH","","","2018-05-23 07:43:56","2018-05-23 07:43:56","fongemie","","0","72.45.182.26","3802","20ba0"
"2018-05-26","06:39","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","9.9","0.00","0.0","0","0","0","0.0","0.0","0.0","12.5","21.5","4.5","S","Moderate","M","SD","","","2018-05-26 07:39:44","2018-05-26 07:39:44","fongemie","","0","72.45.182.26","3803","ht9kd"
"2018-05-27","06:48","Overcast","OVC","Rain","RA","","","","","","0","","0.0","3.5","0.00","0.0","0","0","0","","","","6.0","13.5","5.0","W","Light","L","SD","","","2018-05-27 07:50:45","2018-05-27 07:50:45","fongemie","","0","72.45.182.26","3804","lznqq"
"2018-05-28","06:46","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0.00","0.0","0","0","0","","","","12.5","12.5","6.8","SW","Calm","C","SD","","","2018-05-28 07:47:30","2018-05-28 07:47:30","fongemie","","0","72.45.182.26","3805","zfpyu"
"2018-05-29","07:00","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0.00","0.0","0","0","0","","","","15.0","20.0","6.5","W","Light","L","SD","","","2018-05-29 08:00:45","2018-05-29 08:00:45","fongemie","","0","72.45.182.26","3806","65zak"
"2018-05-30","07:47","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","0.00","0.0","0","0","0","","","","9.0","20.0","7.0","E","Light","L","SD","","","2018-05-30 08:48:19","2018-05-30 08:48:19","fongemie","","0","71.255.134.162","3807","3e18p"
"2018-11-18","05:20","Clear","CLR","No precipitation","NO","","","","","","2","1.6","2.3","","69","7.0","2","75","","-14.0","-8.0","-6.0","-13.0","","","W","Moderate","M","SG","Max/Min temps and snow can missing due to late setup. 
Snow can had 0.8 mm water but wasn't out until late morning.","","2018-11-18 06:08:26","2018-11-18 06:08:26","fongemie","","0","71.255.134.162","3808","4qozt"
"2018-11-19","05:24","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Graupel","gp","1-2","T","","","T","0.00","0.0","T","75","0","-5.5","-5.5","-6.5","-5.0","-5.0","-13.0","W","Light","L","SG","","","2018-11-19 05:52:48","2018-11-19 05:53:14","fongemie","","0","72.45.182.26","3809","tulix"
"2018-11-20","05:21","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","1-1.5","T","","","T","0.00","0.0","NC","73","2","-5.5","-5.5","-5.0","-7.0","-3.0","-7.0","","Calm","C","SG","","","2018-11-20 05:48:38","2018-11-20 05:48:38","fongemie","","0","71.255.134.162","3810","fyxya"
"2018-11-21","05:24","Overcast","OVC","No precipitation","NO","","","","","","9","8.3","9.3","6.9","90","9","9","79","3","-12.0","-9.0","-6.0","-12.5","-4.0","-13.0","W","Moderate","M","SG","","","2018-11-21 06:12:59","2018-11-21 06:12:59","fongemie","","0","72.45.182.26","3811","tci26"
"2018-11-22","05:20","Overcast","OVC","No precipitation","NO","","","","","","11","9.2","10.6","6.8","87","9","10","93","","-24.5","-15.0","-9.0","-26.0","-10.0","-26.0","NW","Strong","S","SG","Drifting","","2018-11-22 06:16:38","2018-11-22 06:16:38","fongemie","","0","72.45.182.26","3812","8rmii"
"2018-11-23","05:20","Clear","CLR","No precipitation","NO","","","","","","T","","","1.0","0.00","0.0","T","92","1","-17.5","-15.0","-11.5","-17.0","-26.0","-17.0","W","Moderate","M","SG","","","2018-11-23 05:55:43","2018-11-23 05:55:43","fongemie","","0","72.45.182.26","3813","yrvwg"
"2018-11-24","05:27","Clear","CLR","No precipitation","NO","","","","","","0","","","0","0.00","0.0","0","87","5","-4.5","-7.0","-7.0","-3.5","-1.5","-17.0","","Calm","C","SG","","","2018-11-24 05:59:29","2018-11-24 05:59:29","fongemie","","0","71.255.134.162","3814","63bo6"
"2018-11-25","05:20","Overcast","OVC","Rain","RA","Very light rain","RV","","","","0","","","T","0.00","0.0","0","82","5","-1.5","-2.5","-3.5","0.0","0.5","-3.5","","Calm","C","SG","","","2018-11-25 05:57:36","2018-11-25 05:57:36","fongemie","","0","71.255.134.162","3815","dpwxu"
"2018-11-26","05:20","Overcast","OVC","No precipitation","NO","","","","","","3","6.0","2.8","6.0","212","21","3","80","5","-1.5","-1.5","-1.5","-1.5","1.0","-1.5","","Calm","C","SG","","","2018-11-26 06:00:28","2018-11-26 06:00:28","fongemie","","0","72.45.182.26","3816","444a6"
"2018-11-27","06:20","Obscured","X","Snow","SN","Moderate snowfall","S2","Needles","nd","2-3","31","36.0","31.5","","114","11","NC","","","-5.5","-5.5","-5.0","-5.0","0.0","-5.0","E","Light","L","DS","","","2018-11-27 08:04:37","2018-11-28 06:27:19","fongemie","","0","72.45.182.26","3817","o1gym"
"2018-11-28","05:17","Broken","BKN","No precipitation","NO","","","","","","23","28.7","25.5","","","","42","121","13","-7.0","-6.5","-6.0","-6.5","-4.0","-6.5","W","Moderate","M","DS","","","2018-11-28 06:46:15","2018-11-28 06:46:15","fongemie","","0","72.45.182.26","3818","66ks3"
"2018-11-29","05:30","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","1-2","4","4.7","4.0","3.6","117","","NC","123","2","-7.0","-6.0","-5.0","-6.5","-4.5","-7.0","SW","Moderate","M","DS","","","2018-11-29 07:05:31","2018-11-29 09:30:54","fongemie","","0","72.45.182.26","3819","vvre3"
"2018-11-30","05:30","Clear","CLR","No precipitation","NO","","","","","","4","6.5","4.2","2.6","155","","6","118","9","-9.5","-8.0","-6.0","-10.5","-4.5","-10.5","","Calm","C","DS","","","2018-11-30 07:07:53","2018-11-30 07:07:53","fongemie","","0","72.45.182.26","3820","pdrge"
"2018-12-01","05:24","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","","","0","115","3","-8.5","-8.5","-6.5","-9.0","-4.0","-10.5","","Calm","C","SG","","","2018-12-01 05:51:45","2018-12-01 05:51:45","fongemie","","0","71.255.134.162","3821","mtcat"
"2018-12-02","05:26","Overcast","OVC","Snow","SN","Light snowfall","S1","Irregular crystals","ir","1-2","2","2.2","1.6","1.0","132","13","NC","114","3","-4.0","-5.0","-5.0","-3.5","-2.0","-10.0","SW","Light","L","SG","","","2018-12-02 06:14:32","2018-12-02 06:14:32","fongemie","","0","72.45.182.26","3822","eh4uv"
"2018-12-03","05:30","Few","FEW","No precipitation","NO","","","","","","1","","","20.4","","","2","109","4","-2.0","-2.0","-2.0","2.5","3.5","-3.5","W","Light","L","SG","Sleet crust 0.5-1cm thick","","2018-12-03 06:04:35","2018-12-03 06:04:35","fongemie","","0","72.45.182.26","3823","rtz4g"
"2018-12-04","05:24","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","2-3","3","5.1","3.1","5.3","161","16","NC","110","2","-10.5","-5.5","-4.0","-11.5","4.0","-11.5","W","Moderate","M","SG","","","2018-12-04 06:14:27","2018-12-04 06:14:27","fongemie","","0","72.45.182.26","3824","k5hhq"
"2018-12-05","05:26","Clear","CLR","No precipitation","NO","","","","","","T","","","0.1","","","3","107","3","-16.0","-13.0","-8.5","-15.5","-11.5","-15.5","","Calm","C","SG","","","2018-12-05 06:08:35","2018-12-05 06:08:35","fongemie","","0","72.45.182.26","3825","2tgx2"
"2018-12-06","05:29","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","2-4","2","","","0.2","","","NC","109","0","-9.5","-10.5","-9.5","-10.5","-10.5","-15.5","SW","Light","L","SG","Snow too light for tube measurement- all looked like 0 mm","","2018-12-06 06:04:03","2018-12-06 06:04:03","fongemie","","0","71.255.134.162","3826","i8jsf"
"2018-12-07","05:23","Overcast","OVC","Snow","SN","Light snowfall","S1","Graupel","gp","1-4","11","6.0","10.6","3.7","57","6","NC","118","2","-9.0","-8.5","-8.0","-8.0","-8.0","-10.5","W","Light","L","SG","","","2018-12-07 06:13:41","2018-12-07 06:13:41","fongemie","","0","72.45.182.26","3827","r4ayf"
"2018-12-08","05:27","Few","FEW","No precipitation","NO","","","","","","1","1.5","","2.7","88","9","11","118","1","-19.5","-13.5","-10.5","-17.0","-8.0","-18.0","W","Light","L","SG","","","2018-12-08 06:11:14","2018-12-08 06:11:14","fongemie","","0","72.45.182.26","3828","f7xjn"
"2018-12-09","05:26","Broken","BKN","No precipitation","NO","","","","","","0","","","0.4","","","0","115","3","-15.0","-13.0","-11.0","-14.5","-14.5","-17.5","SW","Strong","S","SG","","","2018-12-09 05:58:04","2018-12-09 05:58:04","fongemie","","0","72.45.182.26","3829","op8w2"
"2018-12-10","05:26","Broken","BKN","No precipitation","NO","","","","","","T","","","T","","","T","113","2","-13.0","-11.0","-10.0","-12.5","-11.5","-14.5","W","Moderate","M","SG","","","2018-12-10 05:57:27","2018-12-10 05:57:27","fongemie","","0","72.45.182.26","3830","5srq0"
"2018-12-11","05:25","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","","0","109","4","-14.0","-12.5","-11.5","-14.0","-11.0","-14.0","","Calm","C","DS","","","2018-12-11 05:49:43","2018-12-11 05:49:43","fongemie","","0","71.255.134.162","3831","mdi6h"
"2018-12-12","05:35","Obscured","X","Snow","SN","Moderate snowfall","S2","Stellars and dendrites","sd","2-4","2","0.5","1.9","0.1","26","","NC","110","1","-10.5","-11.0","-11.0","-11.0","-7.5","-15.0","SW","Moderate","M","DS","","","2018-12-12 06:37:27","2018-12-12 06:37:27","fongemie","","0","72.45.182.26","3832","o30jj"
"2018-12-13","05:25","Clear","CLR","No precipitation","NO","","","","","","1","","","0.1","","","2","110","1","-17.0","-14.5","-12.0","-17.0","-11.0","-19.0","","Calm","C","DS","","","2018-12-13 07:25:04","2018-12-13 07:25:04","fongemie","","0","71.255.134.162","3833","1mspm"
"2018-12-14","05:38","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","","0","108","2","-5.0","-8.5","-8.5","-4.0","-3.0","-17.5","W","Moderate","M","DS","","","2018-12-14 05:59:01","2018-12-14 05:59:01","fongemie","","0","72.45.182.26","3834","3p8hr"
"2018-12-20","05:19","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","0.0","0","113","2","-2.5","-4.0","-4.5","2.0","2.0","-10.0","W","Light","L","SG","","","2018-12-20 05:45:44","2018-12-20 05:45:44","fongemie","","0","72.45.182.26","3840","fzi8j"
"2018-12-21","05:18","Obscured","X","Rain","RA","Light rain","RL","","","","0","","","4.5","","0.0","0","108","5","0.0","-2.0","-2.5","2.0","6.5","0.0","W","Light","L","SG","Light Rain","","2018-12-21 05:51:14","2018-12-21 10:37:03","fongemie","","0","72.45.182.26","3841","7u97e"
"2018-12-22","05:18","Overcast","OVC","Rain","RA","Light rain","RL","","","","0","","","61.4","","0.0","0","90","18","0.0","0.0","0.0","4.0","8.0","2.0","","Light","L","SG","Variable wind direction from E, S, W and very light.","","2018-12-22 05:53:00","2018-12-22 05:53:00","fongemie","","0","72.45.182.26","3842","wj7gr"
"2018-12-23","05:18","Few","FEW","No precipitation","NO","","","","","","T","","","7.9","","0.0","T","88","2","-13.0","-6.5","-3.0","-13.0","4.0","-14.0","W","Moderate","M","SG","","","2018-12-23 05:50:48","2018-12-23 05:50:48","fongemie","","0","72.45.182.26","3843","j1dng"
"2018-12-24","05:18","Few","FEW","No precipitation","NO","","","","","","0","","","0","","0.0","0","86","2","-13.0","-9.5","-6.0","-13.0","-9.0","-15.0","","Calm","C","SG","2 cm of settlement today could be due to reading HS with a dim headlamp yesterday. Yesterday's conditions seem unlikely to produce that much settlement in icy refrozen snow...?","","2018-12-24 05:44:56","2018-12-24 05:44:56","fongemie","","0","72.45.182.26","3844","qea8y"
"2018-12-25","05:20","Clear","CLR","No precipitation","NO","","","","","","4","1.7","","0.6","44","4","4","90","1","-15.5","-9.0","-7.5","-13.0","-7.5","-14.0","W","Moderate","M","SG","","","2018-12-25 05:58:44","2018-12-25 05:58:44","fongemie","","0","72.45.182.26","3845","rm6tz"
"2018-12-26","06:00","Few","FEW","No precipitation","NO","","","","","","0","","","","","0.0","0","90","0","-11.5","-10.5","-9.5","-14.5","-10.5","-14.5","W","Moderate","M","DS","","","2018-12-26 06:04:38","2018-12-26 06:04:38","fongemie","","0","72.45.182.26","3846","z7v3l"
"2018-12-27","05:31","Clear","CLR","No precipitation","NO","","","","","","2","1.2","2.2","0.2","","6","2","91","1","-10.5","-10.0","-8.5","-12.0","-11.0","-14.5","SW","Moderate","M","DS","","","2018-12-27 07:38:01","2018-12-27 07:38:01","fongemie","","0","72.45.182.26","3847","en5ff"
"2018-12-28","05:40","Obscured","X","Snow","SN","Moderate snowfall","S2","Ice pellets","ip","1","2","4.3","2.2","2.5","","20","NC","91","1","-9.0","-8.5","-8.0","-8.5","-7.5","-12.0","W","Strong","S","DS","Snow boards heavily wind affected","","2018-12-28 06:59:31","2018-12-28 06:59:31","fongemie","","0","72.45.182.26","3848","gr50v"
"2018-12-29","05:27","Overcast","OVC","Rain","RA","Light rain","RL","","","","T","","","14.7","","0.0","T","92","","0.0","-3.0","-3.5","2.0","4.0","-9.0","W","Light","L","SG","Trace of snow on the boards is waterlogged snow leftover from yesterday morning before the thaw began.","","2018-12-29 05:59:06","2018-12-29 05:59:06","fongemie","","0","72.45.182.26","3849","hln1"
"2018-12-30","05:20","Overcast","OVC","No precipitation","NO","","","","","","T","","","4.5","","0.0","T","91","1","-14.0","-9.0","-6.5","-14.0","2.0","-16.0","","Calm","C","SG","","","2018-12-30 05:56:37","2018-12-30 05:56:37","fongemie","","0","72.45.182.26","3850","vet5z"
"2018-12-31","05:22","Overcast","OVC","No precipitation","NO","","","","","","T","","","T","","0.0","T","91","0","-8.0","-8.5","-7.0","-8.0","-8.0","-14.0","W","Light","L","SG","","","2018-12-31 05:51:30","2018-12-31 05:51:30","fongemie","","0","72.45.182.26","3851","x4the"
